TEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,TOR,ORB,FTR,2P_O,3P_O,YEAR
The Citadel,29,4,96,117.8,0.087,47.7,19.2,27,34.4,45.1,35.7,2014
Toledo,33,26,113.8,109.5,0.6098,51,14.7,35.2,43.8,50.6,34.6,2014
Towson,35,24,108.8,107.2,0.541,50.5,17.5,34.6,53.2,49.2,35.7,2014
Troy,29,9,101.4,108.4,0.3167,47.5,18.8,32.8,43.9,45.4,33.9,2014
Tulane,33,16,99.1,110,0.2321,47.4,20.1,30.1,49.5,44.6,35.1,2014
UAB,29,16,103.5,102.7,0.5243,45.3,18.5,39.8,41.6,45.5,30,2014
UC Davis,29,7,101.9,115.6,0.1899,49.9,17.3,23.9,37.2,48.3,34.9,2014
UC Irvine,33,21,102.1,95.5,0.6831,51.4,19.4,32,36.3,50.7,35.5,2014
UC Riverside,29,8,96.9,108.4,0.2165,46.5,19.4,29.3,41.8,47.2,29.7,2014
UC Santa Barbara,28,19,110.3,103.7,0.6694,53.1,17.6,31.1,41.9,50.5,38.7,2014
UCF,29,11,106.7,105.9,0.5216,49,20,38.1,38.2,49.1,32.6,2014
UMass Lowell,27,9,93.9,112.9,0.1071,45.6,20.8,28,38.8,43.9,32.1,2014
UMBC,28,8,90.9,109.8,0.1026,45.4,21.3,29.1,40.2,44.7,31.1,2014
UMKC,29,10,97.5,107.4,0.2462,48.2,18.3,25.7,40.9,49.4,30.5,2014
UNC Asheville,29,14,106.8,110.8,0.3939,51.4,19.3,33.6,43.4,48.7,38.1,2014
UNC Greensboro,29,11,94.3,109.3,0.1549,47.3,19.6,28.6,37.8,46.1,33.6,2014
UNC Wilmington,30,7,95.7,103.8,0.2809,44,17.6,31.4,32.3,44.6,28.3,2014
UNLV,33,20,107.9,98.1,0.7491,48.9,16.6,34.2,39.5,48.7,32.9,2014
USC,31,10,102.8,101.5,0.5373,47.8,19.6,30.6,42.3,49.7,28.5,2014
USC Upstate,32,17,104.2,104.6,0.4891,50.5,18.3,34.5,38.9,52,31.8,2014
UT Arlington,29,13,104.4,109.1,0.3779,49.9,18.9,31.3,43.3,48.8,34.4,2014
UT Rio Grande Valley,31,8,93.9,105.7,0.2029,45.3,17.8,29.2,35.8,46.7,27.9,2014
Utah,31,19,110.4,96.2,0.8289,53.1,18.3,28.2,39.8,53.7,34.5,2014
Utah St.,31,17,108.6,104.3,0.6142,51.3,17.2,32.3,33.7,46.8,40.9,2014
Utah Valley,30,18,101.5,106.1,0.3745,48.8,17.2,27.7,38.7,48,33.5,2014
UTEP,32,21,106.2,98.9,0.6937,50.6,20.2,32.2,52.7,51.2,32.6,2014
UTSA,27,6,100.8,113.9,0.1971,47.9,23.2,34.5,51.5,46.6,33.4,2014
Valparaiso,31,15,102.5,103.2,0.4797,51.4,22.6,32.7,45.8,50.7,35,2014
Vanderbilt,31,15,103.6,97.9,0.6572,49.1,20.6,29.9,41.2,49.8,31.9,2014
Vermont,31,20,107.1,100.3,0.682,52.2,18.2,33.1,46,49.7,39,2014
Virginia Tech,31,9,100,99,0.5296,47.1,19.7,31.7,38.1,43.1,36.1,2014
VMI,31,18,107.3,110.1,0.4271,49.9,13.6,31.3,34.5,51.2,31.8,2014
Wagner,29,17,97.3,100.1,0.42,46.2,18.1,34.4,37,44.9,33.1,2014
Wake Forest,33,17,106.7,101.2,0.6484,49.8,18.4,30.2,50.1,50,32.9,2014
Washington,32,17,111.2,104.2,0.6788,49.6,16.5,32.2,37.1,49.1,33.9,2014
Washington St.,30,9,101.1,102.6,0.4564,46.9,18,27.7,37.2,45.2,32.7,2014
West Virginia,33,17,115.2,101.8,0.8058,50.4,14.2,32.4,39.1,46.9,38.1,2014
Western Carolina,31,16,102.5,110,0.3062,48.2,17.8,35.4,36.8,46.1,34.9,2014
Western Illinois,27,7,93.9,103.1,0.2545,49.1,21.6,24.9,38.9,48.3,34,2014
Western Kentucky,31,19,101,101.6,0.4829,47.6,20.2,34.3,41.9,45.8,33.5,2014
William & Mary,30,19,112.8,112.1,0.5198,56.2,16.1,24.3,39.6,53,40.4,2014
Winthrop,30,17,103.2,108.9,0.3487,50.9,18.6,28.9,41,46.2,39.3,2014
Wright St.,34,19,99.5,97.3,0.5647,51.2,20.3,23.5,43,49.3,36.5,2014
Wyoming,31,16,104.9,99.9,0.6368,52.7,16.9,18.1,45.6,53,34.9,2014
Yale,32,18,101.5,101.4,0.503,46.2,19.7,34,50.5,45.6,31.7,2014
Youngstown St.,29,12,107,108.4,0.4626,52.2,16.1,25,40,52.3,34.7,2014
Grambling St.,28,0,76.6,121.4,0.005,41.1,26.8,28.5,24.9,38.4,31.2,2013
San Francisco,29,13,105.2,102.3,0.5798,52.7,18.1,23.9,34.6,48,40.1,2013
UNC Asheville,29,13,98.8,103.9,0.3616,48.6,20.6,33,38.1,48.5,32.6,2013
Appalachian St.,29,13,97.6,105.8,0.2822,49.6,19.4,30.3,37.9,47.2,36.5,2013
George Washington,30,13,98.8,93,0.665,46.6,23.4,38.2,40.4,47.7,27.9,2013
Southern Illinois,30,13,100.2,100.8,0.484,48,19.4,31.7,34.1,48.1,31.8,2013
Central Connecticut,30,13,100.3,108.6,0.2868,48.6,17.5,27.4,30.1,46.6,35.2,2013
Utah,31,13,104.1,97.1,0.6894,48.7,20,27.5,31.1,46.6,35.5,2013
Clemson,31,13,99.2,93.7,0.6571,47.2,18.4,32,33.1,47.1,31.7,2013
Wake Forest,31,13,99.6,96.5,0.5916,48.5,20.7,27.7,43.7,47.1,34.5,2013
Drexel,31,13,100.1,100.1,0.5003,46.7,18.9,33.3,33.5,44.9,33.5,2013
Eastern Michigan,31,13,92.1,96.6,0.3657,43.8,23.1,33.9,30.5,41.5,33,2013
Florida Atlantic,31,13,97.7,104.3,0.3202,47.5,22.6,32.9,35.5,45.1,35.3,2013
Morehead St.,31,13,97.4,104.2,0.3157,47.9,24.7,39.5,39,48.5,31.2,2013
Delaware St.,31,13,94,108.5,0.161,45.7,22.2,32.6,33.3,46.5,29.6,2013
Washington St.,32,13,106.3,98.3,0.7114,49.6,19.1,31.6,34.1,47.9,34.7,2013
Northwestern,32,13,103.4,98.3,0.6392,47.5,17.3,25.9,33.9,44.7,34.1,2013
West Virginia,32,13,103.5,99.3,0.6178,45.6,19.8,37.1,40.8,44.9,31.6,2013
Virginia Tech,32,13,106.1,104.6,0.5404,47.5,17.5,30.7,36.8,47.7,31.4,2013
St. Bonaventure,29,14,107.9,102.5,0.6442,51.6,20,32.3,39.9,49,37.5,2013
Loyola Chicago,30,14,101.2,101.9,0.4795,50.4,20.9,30.5,35.3,48.3,36.5,2013
Georgia St.,30,14,103.6,104.6,0.4716,50,18,29.4,34.9,48,35.7,2013
Stetson,30,14,99.3,104.6,0.3534,52.6,23.1,31.3,34.8,52.8,34.8,2013
Drake,31,14,105.5,100.9,0.6244,52.2,19.8,24.5,37.5,48.9,37.9,2013
SMU,31,14,100.1,98.7,0.5396,47.9,22.9,34.8,40.7,46.9,34.6,2013
Oakland,31,14,105.4,108.7,0.4135,49.2,17.2,31,40.7,47.7,34.7,2013
USC Upstate,31,14,100.6,103.8,0.4121,49.5,20,35.4,34.3,48.6,34.3,2013
UC Davis,31,14,103.1,106.4,0.409,55.1,20.7,26.4,32.9,51.5,40.5,2013
IPFW,31,14,97.5,103.1,0.3451,49.5,20.3,31.4,38.4,47.5,35.4,2013
Sam Houston St.,31,14,91.9,98,0.3252,43.3,20.3,33.9,37.7,40.5,32.2,2013
North Dakota,31,14,94.9,103.2,0.274,47.1,18.8,29.4,36.5,45.7,33.2,2013
Hampton,31,14,87.7,98.1,0.2158,43.1,24.3,34.1,38.6,44.6,26.3,2013
Oregon St.,32,14,109,100,0.7299,49.7,19.6,34.4,37,47.8,36.4,2013
USC,32,14,101.5,94.5,0.6939,47.2,19.5,29.2,30,45.7,34.2,2013
Manhattan,32,14,93.7,92.4,0.5392,46.8,25.7,31.8,45.8,44.7,33.7,2013
San Diego,32,14,100.9,101.5,0.4828,48.3,20.6,30.3,37.8,46.5,34.8,2013
South Carolina,32,14,100.1,103.1,0.4171,46.6,22.8,38.3,35.2,45.8,32.1,2013
Jacksonville St.,26,15,100.8,104.9,0.3883,49.4,20.4,31.7,43.9,47.8,35.2,2013
Toledo,28,15,101.7,103.2,0.4586,48.3,17.9,28.8,37.5,47.4,33.5,2013
Hawaii,28,15,101.5,105.2,0.3983,50.2,20.7,35.3,36,50.1,33.7,2013
High Point,29,15,97.9,103.5,0.3451,48,17.9,34.1,32.7,48.2,31.6,2013
Army,30,15,104.2,103.3,0.5239,51.7,20.7,31.7,36.9,49.2,37.1,2013
Ball St.,30,15,98.5,105.5,0.3133,48.3,23.1,35.9,46.6,47.9,32.7,2013
Rutgers,31,15,107.3,97.9,0.7409,48.7,21.3,35.8,32.4,47,35.7,2013
Youngstown St.,31,15,102.1,102.5,0.4905,49.1,17,26.6,36,46.5,35.9,2013
Quinnipiac,31,15,101.4,103.6,0.44,46.5,20.2,41.3,41.1,45.4,33.5,2013
Southeast Missouri St.,31,15,103.2,106.7,0.4058,53.1,18.5,28.2,33.4,50,39.3,2013
Georgia,32,15,100.9,94.4,0.6817,46.9,23,32.1,45,43.5,35.7,2013
UAB,32,15,100,98,0.558,48.4,21.8,33.5,29.4,47.9,32.8,2013
Seton Hall,33,15,103.5,96.7,0.6845,51.3,23.8,31,34.5,48.6,36.7,2013
Nebraska,33,15,101.4,96.1,0.6476,45.4,17.3,26.1,28.4,45.1,30.7,2013
Princeton,26,16,107.9,100.1,0.7046,53.9,20.3,30.6,34.6,49.9,41,2013
Charleston Southern,29,16,100.6,101,0.4886,48.6,17.9,33.6,29.7,45.6,35.2,2013
South Alabama,29,16,96.2,100.2,0.3852,45.9,22.8,36,45.4,44.6,32.4,2013
Air Force,30,16,109.2,103.5,0.6481,54.7,18.5,23.7,30.8,52.9,38.1,2013
Cal Poly,30,16,103.5,104.7,0.4665,48.7,15.7,31.2,33.3,44.8,37.1,2013
Arkansas Pine Bluff,30,16,91.3,100.8,0.2436,44.7,20.9,31.5,33,44.4,30.2,2013
Georgia Tech,31,16,99.6,91.1,0.7369,46.8,19.3,32.6,28,46.4,31.8,2013
Tennessee St.,31,16,101.6,103.5,0.4454,48.9,21.9,34.7,40,48.3,33.4,2013
Arkansas Little Rock,31,16,93.8,101.2,0.2943,46.4,22.3,31.8,42.7,44.7,33.8,2013
Tulsa,32,16,97.9,99.7,0.4484,48.6,21.7,30.1,43.6,48.2,32.9,2013
Vanderbilt,33,16,101.6,93.9,0.7136,48.4,19.5,27.9,35.1,45.3,35,2013
Texas,33,16,101.3,94,0.7028,45.7,21.4,34.6,40.4,46,30.1,2013
Boston College,33,16,108.6,102,0.6737,51,17.7,28.1,39.7,49.7,35.3,2013
Purdue,34,16,106.2,94.2,0.7975,46.3,19,37,33.5,45.7,32,2013
UCF,28,17,105.5,101.5,0.6094,51.5,20.7,34.3,41,51.4,34.5,2013
Boston University,30,17,103.2,101.1,0.557,52.2,18.8,25.9,26.5,49.9,37,2013
Towson,30,17,101.8,101.6,0.5062,48.3,22.2,39.2,40.3,48.7,31.4,2013
Dayton,31,17,111.8,99.4,0.7951,53,21.7,35.2,39.7,51.1,38.4,2013
Xavier,31,17,105.1,94.3,0.7765,50.1,20.4,34.3,41.4,49.2,35,2013
Texas Southern,31,17,103.2,104.1,0.4745,51.9,17.9,31.4,31.2,50.7,35.6,2013
Long Beach St.,31,17,102.7,104.2,0.4581,50.1,20.8,32.1,36.3,49.7,34,2013
Hartford,31,17,91.8,97.3,0.3399,48.3,22.2,25.8,30.7,46.9,33.4,2013
Indiana St.,32,17,100.5,94.7,0.6633,48.2,19.6,26.6,42.1,48.4,32,2013
Morgan St.,32,17,97.5,101.3,0.3903,48.3,22.3,38,39.2,49.8,29.2,2013
Savannah St.,32,17,86.1,90.7,0.3547,44.9,27.1,34.4,35.3,45.3,29,2013
St. John's,33,17,99.4,91.5,0.7205,44.5,16.7,30.5,28.9,45.6,27.1,2013
Green Bay,33,17,101.5,98.8,0.5771,47.9,20.8,32.8,40.2,47.3,33,2013
Illinois Chicago,33,17,96.2,98.7,0.4283,46,19.5,28.2,35.4,43.5,33.5,2013
Arkansas St.,30,18,96.8,95.8,0.5312,45.7,18.9,33.5,44.2,45.6,30.7,2013
Detroit,31,18,111,102.5,0.7143,50.8,15.5,31.8,35.8,51.1,33.5,2013
Gardner Webb,31,18,95.8,99,0.4069,46.8,20.9,35.7,34.5,45.9,32.5,2013
Saint Joseph's,32,18,107.4,96.8,0.7681,50.6,18.7,31.7,36.2,50,34.2,2013
UTEP,32,18,102.1,96.6,0.6545,50.6,19.7,28,42.6,49.6,35.1,2013
Wyoming,32,18,99.7,95.8,0.6121,49.5,18.7,23.7,39.8,50.8,31.8,2013
FIU,32,18,98.9,101.8,0.4153,48.9,21.7,31.3,35.8,48.3,33.3,2013
Mount St. Mary's,32,18,100.9,104.6,0.3983,50.5,18.3,28.6,31.9,50.3,33.8,2013
Illinois St.,33,18,108.3,96.3,0.7955,51.8,18.7,29.5,34.4,51.7,34.7,2013
Texas A&M,33,18,103.1,97,0.6682,48.8,21,34.9,32.9,47.1,35.6,2013
Lafayette,33,18,103.9,104.8,0.4767,52.7,18.7,25.1,28.2,49.6,38.4,2013
Washington,34,18,106.5,96.2,0.7624,48.2,19.8,37.3,33.8,47,34.3,2013
Florida St.,34,18,105.4,100.4,0.6341,49.9,22,30.9,40.4,48.9,34.8,2013
Bradley,35,18,102.8,101.9,0.5244,48.3,17.8,30.3,29.9,48.5,31.9,2013
Stanford,34,19,109.1,94.1,0.8448,47.5,17.3,32.1,33.4,44.3,35.9,2013
North Carolina Central,28,19,96.3,96.4,0.4973,49.3,23,30.6,45.5,48.8,33.6,2013
Murray St.,29,19,103,102,0.5285,52.4,20.5,32.5,39,52.2,35.1,2013
East Carolina,30,19,107.3,102.8,0.6192,51.4,18.2,28.3,39.9,50.9,34.9,2013
LSU,31,19,105.4,97.4,0.7142,49.2,20.5,34.4,33.4,46.9,35.6,2013
Bryant,31,19,107.6,108,0.4886,54.4,19.2,30.5,37,54.9,35.6,2013
Wagner,31,19,95.3,98,0.4196,47.5,21.9,35,40.3,47.5,31.7,2013
Elon,31,19,97.2,100.8,0.3966,49.2,17.4,26.4,29.2,48,34,2013
Arkansas,32,19,105.3,95.1,0.7643,48.4,16.3,31.7,35.1,50,30,2013
Houston,32,19,106,106,0.5013,51.3,18.3,33.4,39.4,50.3,35.9,2013
Niagara,33,19,105.2,102.6,0.5734,48.3,16.4,32.5,38,47.9,32.7,2013
UT Arlington,33,19,96.8,96.7,0.5007,46.4,22.1,36.2,36.4,44.3,34.2,2013
Delaware,33,19,102.4,102.5,0.4976,46.3,18.7,33.1,42,46.2,30.9,2013
Providence,34,19,106.8,95.2,0.7905,45.9,19.1,37.4,37.4,45.7,31,2013
Richmond,34,19,109.2,98.9,0.7562,52.5,18.6,27,43.2,49.4,37.8,2013
Oral Roberts,34,19,104.5,102.1,0.5647,49.9,20.5,35.9,38,49.3,34.5,2013
Tulane,34,19,105.8,103.9,0.5526,47.7,19,35.5,46.7,45.2,35,2013
Rider,34,19,96.2,96.8,0.4807,49.1,23.3,30.6,39.4,47.7,34.5,2013
UC Irvine,35,19,98.8,97.9,0.5243,48,18.6,30.4,30.2,47.4,32.8,2013
Fairfield,35,19,95.3,94.6,0.521,47.7,21.5,33.5,28.9,47.8,31.6,2013
Connecticut,30,20,108.7,93.9,0.8425,50,18.2,28.5,36.9,49.5,34,2013
Western Illinois,29,20,94.3,96,0.451,51.6,19.4,24.7,39.8,48.9,38.7,2013
Lehigh,30,20,106.5,100.4,0.6637,53,16.4,26.9,36.4,49.8,39.4,2013
Utah St.,30,20,106.5,102.8,0.6007,52,20.9,37.4,40.5,51.6,35.3,2013
Tennessee,33,20,108.3,96.7,0.7856,47.9,20.1,36.5,42.2,48.2,31.6,2013
Northeastern,33,20,103.4,105.9,0.4313,51,19.8,31.4,38.8,48.3,37.1,2013
Northern Iowa,34,20,104,94.6,0.7476,51.1,19,24.6,33.2,48.6,36.4,2013
Canisius,34,20,109.1,104.3,0.6247,52.7,19.6,34.8,34.3,48.9,38.6,2013
Kent St.,34,20,106.6,102.1,0.6221,48.8,18.9,34.5,43.8,46.3,35.8,2013
Evansville,35,20,104.8,96.2,0.7293,48.5,16.9,29.3,31.1,46,36.7,2013
Kentucky,33,21,109.7,96.7,0.81,52.6,19.4,34.7,41.7,52.9,34.6,2013
Massachusetts,33,21,106.7,97.4,0.7409,49.5,20.3,32.4,35.8,48.9,33.6,2013
Charlotte,33,21,99.8,96.1,0.6092,47.1,22.3,36.5,44.8,49.2,26.8,2013
Vermont,33,21,101.8,99.2,0.5741,48.6,20.6,34.3,44.8,48.7,32.2,2013
Norfolk St.,33,21,94.3,97.6,0.4032,46.2,21.1,33.7,40,45.2,32.5,2013
Western Michigan,34,21,99.8,99.8,0.4998,48.2,22.3,35.6,45.8,48.2,32,2013
Denver,32,22,109,94.8,0.8338,56.2,18.6,22.7,31.2,56.1,37.5,2013
Baylor,36,22,112.4,95.3,0.8698,51.6,17.2,33.5,36.3,51.1,34.9,2013
North Dakota St.,32,22,102.1,94.2,0.7167,52.8,18.1,30,28.4,52.3,35.8,2013
Mercer,34,22,102.3,98.6,0.6042,50.3,19.5,29.6,35.6,48.4,35.4,2013
Alabama,35,22,102.6,89.7,0.8243,47.9,19.9,32,33.9,47.1,33,2013
Arizona St.,35,22,107.5,96.3,0.7798,52.3,18.5,28.3,35.9,52.5,34.6,2013
Wright St.,35,22,96.2,91.6,0.6391,49.5,20.3,26.4,33,48.4,34.6,2013
George Mason,38,22,102.4,98.3,0.6157,48.5,20.3,34.7,35.3,47.1,34.6,2013
Virginia,35,23,107.4,90.3,0.8798,51.6,18.2,28.3,31.6,48.9,38.5,2013
Stephen F. Austin,28,23,98,88.7,0.7582,50.5,20.5,34.1,40.4,50.9,32.8,2013
Eastern Kentucky,33,23,108.4,103.7,0.6242,54,17.9,27.9,34.8,55.4,35,2013
BYU,35,23,109.1,95.8,0.8165,50.2,17,32.8,36,50.2,33.5,2013
Loyola MD,35,23,102.3,98.5,0.6086,46.9,18.4,37.1,41,47.6,29.9,2013
Iowa,37,24,109.1,90.5,0.8959,46.4,18.6,36.6,40.8,47.1,29.9,2013
Stony Brook,32,24,104.3,93.2,0.7849,49.6,18.3,31.9,37.7,48.1,35.4,2013
Ohio,34,24,105,95.4,0.7511,53.6,18.5,27.4,31.3,54.3,35.1,2013
College of Charleston,34,24,101.4,98.7,0.5768,50.2,20.6,33.3,38.5,49.4,34.5,2013
Robert Morris,35,24,103.8,99.9,0.6071,51,19.2,31,37,46.7,38.1,2013
Santa Clara,36,24,108.8,98.2,0.7652,50.7,18.3,32.8,37,48.9,35.8,2013
Maryland,38,25,106.1,92.7,0.8254,51.6,22.2,36.9,34.5,51.9,33.9,2013
Southern Miss,35,25,109.4,96.5,0.8082,53.1,22,38,36.5,51.8,37.4,2013
Louisiana Tech,33,26,98.9,92.6,0.6808,46.5,17.7,33.8,35.5,45.7,31.9,2013
Weber St.,35,28,107.3,97.5,0.7501,56,18.7,29.6,39.6,53.7,40.6,2013
Maryland Eastern Shore,28,2,85.2,111,0.0456,39.8,23.5,34.9,35.3,39.3,27.2,2013
Binghamton,29,2,85.2,107.7,0.0632,41.8,23.2,26.5,33.6,41.3,28.6,2013
Kennesaw St.,30,3,90.4,110,0.0944,44.7,21,30.7,37.4,44.4,30.3,2013
Lamar,31,3,83.3,110.2,0.0385,42.4,25.5,32.4,31.5,42,30.3,2013
New Orleans,22,4,86.6,112.1,0.049,44.9,24.4,27.4,38.8,46.1,27.1,2013
Louisiana Monroe,27,4,90.9,109.4,0.106,48.4,24.1,27.3,31.5,46.6,34.8,2013
UC Riverside,28,4,87.4,101.6,0.1507,45.3,22.6,30.7,32.5,46.3,28.7,2013
South Carolina St.,28,4,90.4,111.5,0.0815,42.2,22.8,35.6,27.3,42.5,27.5,2013
Rice,29,4,95.1,110.7,0.1481,46.9,16.7,19.2,28.2,44.5,33.4,2013
Northern Illinois,29,4,83.7,101.1,0.1029,39.7,23.3,33.2,35.8,38.8,27.8,2013
IUPUI,30,4,95.4,115.7,0.0974,50.5,18.8,22.1,24.2,48.6,36.1,2013
Texas A&M Corpus Chris,28,5,94.6,109.7,0.1547,45.4,18.8,29.8,32.2,45.2,30.5,2013
Mississippi Valley St.,28,5,88.8,111.3,0.0696,42.2,21.5,31.6,39.5,40.5,30.3,2013
Idaho St.,29,5,90.5,107,0.1276,46.2,19.5,24.5,37.5,45.7,31.4,2013
St. Francis PA,29,5,92.1,111.2,0.1032,48.2,22,27.6,31.6,45.7,34.8,2013
Presbyterian,29,5,93.3,116.5,0.0719,48.9,20.8,22.7,26.4,47.4,34.5,2013
Furman,29,5,90.4,113.5,0.0686,45.8,22.7,28.4,35.3,44,32.6,2013
Old Dominion,30,5,97.7,106.6,0.269,44.9,20.7,38.8,34.6,46.6,27.3,2013
Portland St.,26,6,100.7,117.7,0.143,49.7,18.2,31.1,31.9,47.6,37.2,2013
The Citadel,28,6,96.7,118.7,0.0868,50.5,23.9,30.9,37.8,48.9,35.9,2013
Austin Peay,29,6,96.7,110.2,0.183,51.7,23.2,28.9,37.4,48.8,38.1,2013
Florida A&M,29,6,88.6,106.5,0.1078,43,22.5,31.6,32.7,41.9,30.3,2013
Howard,29,6,81.2,101.1,0.075,39.2,23.9,35.1,34.1,39.9,24.9,2013
Fordham,30,6,98.6,105.7,0.3112,45,22.9,36.1,32.6,44.2,31.3,2013
Milwaukee,30,6,93.7,106.5,0.1871,44.6,21.5,29,36.1,43.5,30.8,2013
Hofstra,31,6,88.1,100,0.189,42,22.2,34.3,39.3,41.6,28.7,2013
Longwood,31,6,93.5,114.2,0.091,48.3,22.7,28.8,30.5,48.3,32.1,2013
SIU Edwardsville,25,7,90.4,106.4,0.1338,47.7,21.7,28.5,32.8,44.6,36.4,2013
Tennessee Martin,28,7,91.9,112.9,0.0861,43.3,21.1,32.3,37.7,40.9,32.7,2013
Seattle,29,7,92.5,97.1,0.3642,47.1,25.5,36.7,28.8,46.5,32.2,2013
UNC Greensboro,29,7,96.1,106.4,0.2357,47,17.8,29.2,33.7,45,33.8,2013
Chicago St.,29,7,90.6,102.1,0.2017,44.4,21.2,30.1,24.6,41.9,32.6,2013
UMBC,30,7,94.8,107.4,0.1909,46.6,21.3,28.7,30.1,44.2,33.9,2013
Navy,30,7,87.7,102.8,0.1392,44.1,18.5,25.8,27.9,42.2,32.1,2013
Coppin St.,31,7,92.1,106.5,0.1582,42.6,21,29,31.2,39.6,31.2,2013
UMKC,31,7,91.6,106.4,0.1521,47.4,23,29.1,30.3,45.9,33.5,2013
Fairleigh Dickinson,31,7,92.1,112.8,0.0887,48.9,22.5,26.2,35.2,47.2,35,2013
Dartmouth,27,8,95.1,105.3,0.2359,45.5,20.5,28.4,33.4,43.5,33.3,2013
New Hampshire,28,8,90.9,100.3,0.2435,43.9,18.6,28.1,34.7,42.9,30.5,2013
South Dakota,28,8,101.4,112.1,0.2403,50.8,17.9,24.2,37.4,48.2,37.1,2013
San Jose St.,28,8,88.1,102.4,0.1511,41.1,20.2,33.3,36.7,40.1,28.9,2013
Rhode Island,29,8,99.9,99.4,0.5163,46,18.8,28.4,35.9,44.6,32.2,2013
Duquesne,30,8,98.9,104.6,0.3459,47.9,20.8,30.9,31.7,45.9,33.8,2013
Miami OH,30,8,97.1,103.5,0.323,48.2,21.9,27.5,36,48,32.4,2013
Siena,32,8,94.1,106.1,0.2023,46.1,23.7,33,38.1,43.8,33.7,2013
Fresno St.,28,9,98.1,92.6,0.6606,43.5,18.5,29.2,37.3,39.9,33.7,2013
UC Santa Barbara,29,9,95,101.6,0.3176,48.8,22.4,31,30.1,46.9,34.2,2013
UNC Wilmington,29,9,95.9,106.6,0.2288,46.6,21.4,31.5,36.7,45.1,33.5,2013
Sacred Heart,29,9,98.1,110.1,0.2094,49.8,21.9,33.2,32.2,48.4,35.2,2013
Southern Utah,29,9,91,104.6,0.167,44.4,21.9,32,36.8,42.9,32.2,2013
Alabama A&M,29,9,89.2,111.1,0.074,43.8,21,31.8,36.9,43.9,28.9,2013
Portland,30,9,93.5,101.1,0.2881,44,23.3,33.7,36.1,43.2,31,2013
Saint Peter's,30,9,92.1,102.5,0.2259,45.8,20,30.3,30.3,44.1,33.6,2013
Nicholls St.,30,9,97.1,109.6,0.1999,48.7,20.2,30.1,40,50.1,30.5,2013
Missouri St.,31,9,100,102.7,0.4235,44.9,16.8,25.8,34.4,45.8,28.8,2013
Penn,31,9,93.3,100.2,0.3071,47.7,23.5,26.8,34.4,46.1,34.3,2013
East Tennessee St.,31,9,92.6,109.4,0.1276,45.7,20,27.1,31.6,44.2,32.3,2013
Alabama St.,31,9,91.1,110.1,0.1023,45.1,22,33.4,32.2,44.8,30.6,2013
Auburn,32,9,97,99.4,0.4298,46,19.7,29.2,35.3,45.7,31.1,2013
Alcorn St.,32,9,85.4,101.2,0.1234,42.3,22.2,29.3,38.1,41.6,29.3,2013
Columbia,26,10,98.7,101.9,0.4071,47.6,17.8,29,33.7,44.5,35.4,2013
Cal St. Bakersfield,26,10,95.6,103.1,0.295,46.8,20.7,30.1,35.4,44.7,33.7,2013
Tennessee Tech,27,10,94.7,105.2,0.2301,46.9,24.2,35.3,38.2,47.3,30.8,2013
Pepperdine,28,10,97.6,101.8,0.3793,48.6,23,32.4,34.3,46.8,35.3,2013
Utah Valley,28,10,96.4,110.7,0.1693,49.6,18.9,25.7,30.5,50.3,32.1,2013
Maine,29,10,95.8,103.6,0.2902,47.3,21.7,30.4,33.3,48.8,29.2,2013
Radford,29,10,90.2,101.7,0.2009,44.2,19.5,32.2,35.8,42.9,31.2,2013
Nebraska Omaha,29,10,98.4,116.9,0.1214,51.5,20.1,24.5,28.9,50.2,36.5,2013
Central Michigan,30,10,103.6,111,0.3107,48.3,19.8,30.9,39.4,47.1,33.2,2013
American,30,10,95.7,106.4,0.2266,47.3,20.2,28.5,30.9,43.8,36.2,2013
Penn St.,31,10,101.5,97.8,0.6044,44.2,18.9,30.9,37.1,44.1,29.6,2013
Marist,31,10,97,103.5,0.3219,48.4,20.8,27,39.6,46.6,34.6,2013
TCU,31,10,92.7,99.9,0.2964,43.3,21.9,32,40.6,42.3,30.8,2013
Eastern Washington,31,10,96.4,107.8,0.2174,48.8,19.3,29.4,32,47,34.1,2013
Samford,31,10,96.1,107.8,0.211,50.7,21.1,26.8,31.3,48.7,36.4,2013
Monmouth,31,10,90.7,103.6,0.1782,44.4,20.9,29.8,32.3,43.5,31,2013
Loyola Marymount,32,10,95.7,99.7,0.3854,44.6,20.1,32.7,34,42.6,32.6,2013
Mississippi St.,32,10,89.8,98,0.2682,44.6,24.8,30.5,40.8,45.5,28.4,2013
UTSA,32,10,97.7,107.5,0.2493,46.9,20.6,31,36.4,44.7,33.4,2013
Coastal Carolina,26,11,96,101.8,0.3356,47,21.7,37,35.8,46.8,31.6,2013
Northern Kentucky,27,11,95.9,103.3,0.2997,48.1,18.9,25.2,28.4,46.8,33.1,2013
Houston Baptist,27,11,85.7,102.4,0.1137,43.8,25,31.7,37.5,42.5,31.7,2013
Winthrop,28,11,94.3,103.9,0.2475,46.6,21.4,29.3,36.1,46.4,31.3,2013
VMI,28,11,100.5,112.3,0.2187,49.2,17.6,32,30.5,49.9,32.2,2013
Montana St.,28,11,98.8,113.2,0.1726,47.8,17,29.2,37.3,46.5,33.3,2013
Central Arkansas,28,11,97,111.9,0.1622,47.9,19.8,33.4,29.6,46.4,34.2,2013
